event_id,name,date,time,status,venue,city,state,address,latitude,longitude,category,genre,sub_genre,min_price,max_price,url,source,year
ZFwVzcymWZ17k3xp,Cut Worms (USA) ,2026-07-07,19:00:00,onsale,Lansdowne Hotel,Sydney,NSW,"2-6 City Rd, Chippendale",-33.884795,151.19502,Music,Rock,Rock,,,https://www.moshtix.com.au/v2/event/cut-worms-usa-/192896,ticketmaster,2026
ZFwVzcymWZ17kK8-,Ben Kweller,2026-07-09,19:00:00,onsale,Oxford Art Factory,Sydney,NSW,38-46 Oxford St,-33.877838,151.213913,Music,Rock,Pop,,,https://www.moshtix.com.au/v2/event/ben-kweller/193421,ticketmaster,2026
ZFwVzcymWZ17ka-I,DRAKE MILLIGAN - Tumbleweed Tour with Special Guest Mack Geiger,2026-07-09,19:30:00,onsale,Liberty Hall,Moore Park,NSW,"Entertainment Quarter, Building 220",-33.894103,151.225267,Music,Country,Country,,,https://www.moshtix.com.au/v2/event/drake-milligan-tumbleweed-tour-with-special-guest-mack-geiger/189868,ticketmaster,2026
ZFwVzcymWZ17kKu7,DEAFHEAVEN AUS ‘26 ,2026-07-10,19:30:00,onsale,Liberty Hall,Moore Park,NSW,"Entertainment Quarter, Building 220",-33.894103,151.225267,Music,Rock,Pop,,,https://www.moshtix.com.au/v2/event/deafheaven-aus-26/193344,ticketmaster,2026
ZFwVzcymWZ17koPf,Sports - '26 World Tour,2026-07-10,19:30:00,onsale,Oxford Art Factory,Sydney,NSW,38-46 Oxford St,-33.877838,151.213913,Music,Dance/Electronic,Club Dance,,,https://www.moshtix.com.au/v2/event/sports-26-world-tour/191954,ticketmaster,2026
ZFwVzcymWZ17kK0d,"SHADY NASTY w/ FEEL THE PAIN, SECRET WORLD, PROXY DIVER",2026-07-10,20:00:00,onsale,University of Wollongong,Wollongong,NSW,Northfields Ave,-34.40808,150.878247,Music,Rock,Punk,,,https://www.moshtix.com.au/v2/event/shady-nasty-w-feel-the-pain-secret-world-proxy-diver/193903,ticketmaster,2026
ZFwVzcymWZ17kf8b,Bodyjar - The How It Still Works Tour w/ Not Dollar Short // Sort It Out,2026-07-11,19:30:00,onsale,Waves,Towradgi,NSW,170 Pioneer Rd,-34.361241,150.912061,Music,Rock,Punk,,,https://www.moshtix.com.au/v2/event/bodyjar-the-how-it-still-works-tour-w-not-dollar-short-sort-it-out/194418,ticketmaster,2026
ZFwVzcymWZ17k30f,JEREMY LOOPS,2026-07-11,20:00:00,onsale,Manning Bar,Camperdown,NSW,Manning Rd,-33.886691,151.188164,Music,Rock,Alternative Rock,,,https://www.moshtix.com.au/v2/event/jeremy-loops/192914,ticketmaster,2026
1AKZkodGkdNbblX,Engelbert Humperdinck: The Celebration Tour 2026,2026-07-14,19:00:00,onsale,"State Theatre, Sydney",Sydney,NSW,49 Market Street,-33.870824,151.207907,Music,Pop,Adult Contemporary,,,https://www.ticketmaster.com.au/engelbert-humperdinck-the-celebration-tour-2026-sydney-14-07-2026/event/13006443E3618AFE,ticketmaster,2026
ZFwVzcymWZ17k41o,billy woods (Armand hammer),2026-07-14,20:00:00,onsale,Manning Bar,Camperdown,NSW,Manning Rd,-33.886691,151.188164,Music,Hip-Hop/Rap,Urban,,,https://www.moshtix.com.au/v2/event/billy-woods-armand-hammer-/195291,ticketmaster,2026
ZFwVzcymWZ17kfOA,YHWH Nailgun,2026-07-15,19:30:00,onsale,Oxford Art Factory,Sydney,NSW,38-46 Oxford St,-33.877838,151.213913,Music,Alternative,Alternative Rock,,,https://www.moshtix.com.au/v2/event/yhwh-nailgun/194805,ticketmaster,2026
ZFwVzcymWZ17kKPo,Phil Jamieson - PJ AIR Tour,2026-07-16,18:00:00,onsale,Eltham Hotel,Eltham,NSW,441 Eltham Road,-28.75597902,153.39395738,Music,Rock,Pop,,,https://www.moshtix.com.au/v2/event/phil-jamieson-pj-air-tour/193951,ticketmaster,2026
177Yv0G65Csikvy,Thelma Plum - I don't play that song anymore,2026-07-17,19:00:00,onsale,The Regent Theatre,Richmond,NSW,145 Windsor St,-33.59758888,150.75350678,Music,Pop,Pop,,,https://www.ticketmaster.com.au/thelma-plum-i-dont-play-that-richmond-17-07-2026/event/130064B3B1B06079,ticketmaster,2026
ZFwVzcymWZ17kK1o,Cenobia - Her Divine Awakening,2026-07-17,19:00:00,onsale,Oxford Art Factory,Sydney,NSW,38-46 Oxford St,-33.877838,151.213913,Music,Metal,Metal,,,https://www.moshtix.com.au/v2/event/cenobia-her-divine-awakening/193291,ticketmaster,2026
ZFwVzcymWZ17kKFN,Go-Jo: The Go-Jo Variety Show w/ Special Guests,2026-07-17,20:00:00,onsale,University of Wollongong,Wollongong,NSW,Northfields Ave,-34.40808,150.878247,Music,Pop,Pop Rock,,,https://www.moshtix.com.au/v2/event/go-jo-the-go-jo-variety-show-w-special-guests/193223,ticketmaster,2026
ZFwVzcymWZ17k8-b,Ministry of Sound Testament 2026 - Sydney 90s Session,2026-07-18,16:00:00,onsale,White Bay Power Station,Rozelle,NSW,Robert St,-33.86582962,151.17732475,Music,Dance/Electronic,Club Dance,,,https://www.moshtix.com.au/v2/event/ministry-of-sound-testament-2026-sydney-90s-session/190858,ticketmaster,2026
1k7Yv0jyGAu5ftJ,PAUL DEMPSEY: SHOTGUN KARAOKE,2026-07-18,19:30:00,onsale,Anita's Theatre,Thirroul,NSW,264-270 Lawrence Hargrave Dr,-34.314659,150.922836,Music,Rock,Pop,,,https://www.ticketmaster.com.au/paul-dempsey-shotgun-karaoke-thirroul-18-07-2026/event/130064739D2D4A66,ticketmaster,2026
ZFwVzcymWZ17k4Zy,NIRVANNA [USA] - Tribute To Nirvana,2026-07-18,20:00:00,onsale,Manning Bar,Camperdown,NSW,Manning Rd,-33.886691,151.188164,Music,Undefined,Undefined,,,https://www.moshtix.com.au/v2/event/nirvanna-usa-tribute-to-nirvana/195039,ticketmaster,2026
ZFwVzcymWZ17k4J_,SHIVERZ | Sydney,2026-07-18,21:00:00,onsale,Civic Underground,Sydney,NSW,64 Goulburn Street,-33.87814903,151.2078087,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/shiverz-sydney/195999,ticketmaster,2026
ZFwVzcymWZ17k3A6,Prince Daddy & The Hyena + Macseal Australian Tour 2026,2026-07-19,18:00:00,onsale,Mary's Underground,Circular Quay,NSW,29 Reiby Place,-33.86192126,151.21007134,Music,Alternative,Adult Alternative Pop/Rock,,,https://www.moshtix.com.au/v2/event/prince-daddy-the-hyena-macseal-australian-tour-2026/192147,ticketmaster,2026
